marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento
acer,2017,10,17,64,não,0,3,485,HD,IPS,não,0,250,entrada
acer,2016,4,6,8,sim,4,2,134,FULLHD,OLED,não,0,1000,jogos_entrada
acer,2019,8,11,32,sim,6,4,45,QUADHD,OLED,não,0,250,jogos_premium
asus,2017,10,19,4,não,0,3,347,HD,TN,não,0,250,intermediario
lenovo,2018,6,11,32,não,0,3,589,FULLHD,AMOLED,sim,0,1000,2em1
huawei,2023,10,11,16,não,0,3,441,4K,AMOLED,não,0,500,premium
razer,2021,6,9,16,não,0,3,571,QUADHD,OLED,não,0,500,premium
hp,2019,8,16,12,não,0,2,519,FULLHD,TN,não,0,2000,ultraportatil
asus,2023,8,13,4,não,0,2,180,HD,OLED,não,0,250,intermediario
lenovo,2023,6,11,4,não,0,2,596,FULLHD,OLED,não,0,2000,ultraportatil
samsung,2011,10,15,8,não,0,3,506,FULLHD,AMOLED,não,250,250,premium
acer,2018,8,12,64,não,0,2,542,FULLHD,VA,não,0,1000,ultraportatil
asus,2014,10,10,2,não,0,3,544,FULLHD,VA,não,250,500,ultraportatil
huawei,2010,4,5,8,não,0,2,420,FULLHD,AMOLED,não,0,250,premium
lenovo,2016,6,8,2,não,0,3,205,HD,IPS,não,0,2000,intermediario
huawei,2023,6,6,16,não,0,3,587,4K,AMOLED,não,0,500,premium
samsung,2011,6,11,16,não,0,1,221,HD,VA,não,1000,0,intermediario
razer,2010,4,5,16,não,0,3,402,QUADHD,OLED,não,0,250,premium
dell,2023,10,17,8,sim,2,4,78,FULLHD,OLED,não,0,1000,jogos_entrada
positivo,2017,10,20,8,não,0,3,147,HD,IPS,não,1000,0,entrada
asus,2016,10,11,16,não,0,2,151,FULLHD,AMOLED,sim,0,1000,2em1
lenovo,2010,6,9,12,não,0,2,523,HD,VA,não,1000,0,intermediario
razer,2010,10,20,16,não,0,2,531,4K,OLED,não,1000,250,premium
hp,2021,10,19,4,não,0,3,561,FULLHD,OLED,não,0,250,ultraportatil
razer,2014,6,11,8,não,0,2,548,FULLHD,OLED,não,2000,250,premium
lenovo,2011,12,21,32,sim,6,4,118,FULLHD,AMOLED,não,500,125,jogos_premium
acer,2016,4,6,4,não,0,2,582,FULLHD,AMOLED,sim,0,250,2em1
lenovo,2021,4,6,64,não,0,2,509,FULLHD,IPS,sim,0,250,2em1
positivo,2013,2,4,2,não,0,4,284,HD,TN,não,2000,0,entrada
xiaomi,2013,8,15,16,não,0,2,471,FULLHD,OLED,não,0,500,premium
razer,2011,4,4,16,não,0,2,526,4K,OLED,não,2000,250,premium
hp,2021,10,20,4,não,0,2,590,FULLHD,OLED,não,0,500,ultraportatil
razer,2022,10,13,32,sim,12,4,113,FULLHD,AMOLED,não,0,250,jogos_premium
lenovo,2021,12,22,2,não,0,3,382,HD,IPS,não,0,500,intermediario
asus,2017,10,14,64,não,0,2,477,HD,IPS,não,1000,0,entrada
xiaomi,2021,10,11,16,não,0,3,420,FULLHD,OLED,não,0,250,premium
huawei,2015,4,4,16,não,0,2,552,FULLHD,OLED,não,0,500,premium
dell,2018,4,4,16,sim,6,4,145,FULLHD,VA,não,0,250,jogos_intermediarios
lenovo,2023,6,9,8,não,0,3,600,4K,AMOLED,não,0,250,premium
positivo,2016,10,14,16,não,0,2,108,HD,TN,não,0,2000,entrada
asus,2015,8,14,32,não,0,2,595,FULLHD,OLED,não,0,250,ultraportatil
positivo,2011,6,10,16,não,0,2,291,HD,IPS,não,500,0,entrada
samsung,2016,6,6,16,não,0,3,522,FULLHD,VA,não,0,2000,ultraportatil
apple,2021,8,15,16,não,0,2,571,4K,AMOLED,não,0,1000,premium
razer,2017,12,17,8,não,0,2,428,FULLHD,AMOLED,não,0,2000,premium
dell,2016,8,16,32,não,0,3,134,HD,IPS,não,0,250,entrada
positivo,2020,10,10,8,não,0,4,57,HD,TN,não,0,1000,entrada
positivo,2016,10,16,6,não,0,4,169,HD,TN,não,1000,0,entrada
razer,2018,10,15,32,sim,6,2,32,QUADHD,AMOLED,não,0,250,jogos_premium
apple,2014,10,11,16,não,0,2,587,FULLHD,AMOLED,não,1000,250,premium
samsung,2022,6,11,16,não,0,3,529,FULLHD,OLED,não,0,500,premium
acer,2015,12,24,16,sim,6,2,46,QUADHD,TN,não,0,1000,jogos_intermediarios
huawei,2020,4,4,16,não,0,2,506,FULLHD,OLED,não,0,250,premium
samsung,2011,4,5,2,não,0,3,594,FULLHD,AMOLED,sim,2000,250,2em1
dell,2023,10,12,16,sim,8,4,102,QUADHD,AMOLED,não,0,2000,jogos_premium
apple,2014,12,19,16,não,0,2,498,FULLHD,AMOLED,não,0,500,premium
asus,2019,12,19,8,não,0,2,567,4K,AMOLED,não,0,250,premium
samsung,2017,4,8,4,não,0,3,537,FULLHD,TN,não,0,500,ultraportatil
positivo,2019,4,6,64,não,0,1,196,HD,IPS,não,500,0,entrada
acer,2010,4,4,12,não,0,2,572,FULLHD,TN,não,250,500,ultraportatil
huawei,2019,12,13,16,não,0,2,597,4K,AMOLED,não,0,500,premium
huawei,2020,4,8,16,não,0,2,403,FULLHD,AMOLED,não,0,250,premium
apple,2017,10,12,8,não,0,3,570,4K,OLED,não,0,250,premium
hp,2011,6,9,8,não,0,2,509,FULLHD,VA,não,250,125,ultraportatil
razer,2015,12,17,8,não,0,3,550,FULLHD,OLED,não,0,250,premium
dell,2011,6,11,16,sim,6,3,190,FULLHD,AMOLED,não,500,250,jogos_premium
lenovo,2013,4,6,16,sim,6,1,97,FULLHD,OLED,não,0,250,jogos_premium
hp,2017,4,6,8,sim,2,4,183,FULLHD,IPS,não,0,1000,jogos_entrada
lenovo,2023,8,15,6,não,0,3,541,FULLHD,IPS,não,0,1000,ultraportatil
razer,2015,10,18,16,não,0,3,527,QUADHD,AMOLED,não,0,250,premium
lenovo,2011,12,16,16,sim,6,2,144,4K,IPS,não,1000,125,jogos_intermediarios
hp,2011,2,4,8,sim,4,4,37,FULLHD,OLED,não,500,500,jogos_entrada
huawei,2021,6,10,16,não,0,3,592,FULLHD,AMOLED,não,0,250,premium
hp,2015,4,8,8,sim,4,4,67,FULLHD,VA,não,0,1000,jogos_entrada
asus,2013,6,7,8,não,0,3,424,4K,IPS,sim,500,250,premium
dell,2020,6,7,16,não,0,2,417,4K,OLED,não,0,500,premium
apple,2015,6,11,16,não,0,3,508,4K,AMOLED,não,0,2000,premium
positivo,2020,8,15,2,não,0,3,78,HD,TN,não,0,1000,entrada
hp,2010,4,4,8,não,0,2,541,FULLHD,OLED,não,500,1000,ultraportatil
dell,2019,12,18,16,sim,4,4,109,4K,IPS,não,0,250,jogos_intermediarios
samsung,2021,4,4,8,sim,4,4,110,FULLHD,VA,não,0,1000,jogos_entrada
apple,2019,6,8,16,não,0,2,508,FULLHD,AMOLED,não,0,2000,premium
xiaomi,2023,8,10,16,não,0,2,424,QUADHD,AMOLED,não,0,2000,premium
razer,2023,4,5,16,não,0,2,410,FULLHD,AMOLED,não,0,1000,premium
asus,2018,10,17,2,não,0,3,427,HD,IPS,não,1000,0,intermediario
acer,2012,6,9,8,não,0,2,556,FULLHD,OLED,não,1000,2000,ultraportatil
apple,2016,4,5,16,não,0,3,580,4K,OLED,não,0,1000,premium
samsung,2018,10,11,16,não,0,3,479,4K,IPS,sim,0,250,premium
razer,2022,10,16,16,sim,12,4,160,QUADHD,AMOLED,não,0,1000,jogos_premium
acer,2016,6,7,6,não,0,1,400,HD,TN,não,0,250,entrada
huawei,2012,12,16,16,não,0,2,413,FULLHD,AMOLED,não,250,250,premium
apple,2017,10,19,16,não,0,2,551,FULLHD,OLED,não,0,500,premium
dell,2018,8,16,6,não,0,2,467,FULLHD,IPS,sim,0,2000,2em1
acer,2015,10,15,12,sim,6,2,33,FULLHD,TN,não,0,500,jogos_intermediarios
apple,2018,6,7,8,não,0,3,403,4K,AMOLED,não,0,500,premium
xiaomi,2013,4,7,8,não,0,3,497,4K,OLED,não,1000,250,premium
samsung,2016,4,4,8,não,0,2,44,FULLHD,IPS,sim,0,500,2em1
samsung,2021,10,19,32,não,0,3,500,FULLHD,OLED,não,0,2000,ultraportatil
lenovo,2014,4,5,4,não,0,1,410,HD,IPS,não,2000,0,entrada
apple,2020,12,17,8,não,0,2,430,4K,OLED,não,0,1000,premium
hp,2017,6,8,12,sim,4,2,128,FULLHD,TN,não,0,500,jogos_entrada
dell,2011,10,11,16,sim,6,2,162,4K,AMOLED,não,2000,2000,jogos_premium
razer,2011,10,10,16,sim,6,1,194,4K,AMOLED,não,0,250,jogos_premium
positivo,2022,6,9,64,não,0,1,47,HD,TN,não,250,500,entrada
asus,2011,4,4,4,não,0,3,437,HD,IPS,não,2000,0,entrada
positivo,2011,6,11,2,não,0,2,291,HD,IPS,não,2000,0,entrada
huawei,2020,4,5,16,não,0,2,559,QUADHD,OLED,não,0,250,premium
apple,2020,12,20,16,não,0,2,497,4K,AMOLED,não,0,2000,premium
apple,2016,10,15,16,não,0,3,454,FULLHD,AMOLED,não,0,1000,premium
razer,2012,4,8,8,não,0,2,503,4K,OLED,não,0,1000,premium
asus,2010,2,2,12,não,0,3,510,HD,VA,não,250,0,intermediario
lenovo,2019,12,22,6,não,0,2,595,FULLHD,VA,não,0,2000,ultraportatil
dell,2011,12,22,32,sim,6,4,200,FULLHD,AMOLED,não,2000,125,jogos_premium
asus,2020,6,11,12,não,0,2,146,FULLHD,IPS,sim,0,500,2em1
xiaomi,2019,8,9,16,não,0,2,558,QUADHD,AMOLED,não,0,250,premium
apple,2015,6,10,8,não,0,2,469,FULLHD,AMOLED,não,0,1000,premium
razer,2016,4,4,16,sim,6,3,38,FULLHD,AMOLED,não,0,250,jogos_premium
hp,2020,10,18,12,sim,4,4,103,QUADHD,VA,não,0,500,jogos_intermediarios
apple,2015,10,19,16,não,0,3,430,QUADHD,OLED,não,0,2000,premium
xiaomi,2012,10,19,8,não,0,3,547,QUADHD,OLED,não,500,250,premium
samsung,2015,4,6,2,não,0,1,361,HD,IPS,não,0,250,entrada
huawei,2011,4,8,8,não,0,2,577,FULLHD,AMOLED,não,500,250,premium
apple,2023,8,13,8,não,0,2,437,4K,OLED,não,0,250,premium
positivo,2022,6,7,8,não,0,1,139,HD,IPS,não,0,2000,entrada
razer,2013,12,22,16,sim,6,1,149,QUADHD,OLED,não,1000,1000,jogos_premium
lenovo,2015,6,6,4,não,0,3,523,FULLHD,TN,não,0,250,ultraportatil
huawei,2016,12,13,16,não,0,3,533,4K,OLED,não,0,500,premium
apple,2016,4,6,8,não,0,3,533,FULLHD,AMOLED,não,0,250,premium
razer,2020,12,13,8,não,0,2,569,FULLHD,OLED,não,0,250,premium
huawei,2015,10,18,16,não,0,3,473,4K,AMOLED,não,0,250,premium
apple,2021,10,13,8,não,0,2,406,4K,AMOLED,não,0,250,premium
lenovo,2011,4,4,8,não,0,2,476,QUADHD,OLED,não,2000,250,premium
hp,2010,2,4,4,não,0,2,562,FULLHD,TN,não,0,500,ultraportatil
apple,2020,6,7,16,não,0,2,463,4K,AMOLED,não,0,2000,premium
asus,2021,8,14,4,não,0,3,203,HD,OLED,não,1000,0,intermediario
xiaomi,2018,12,14,8,não,0,2,563,QUADHD,OLED,não,0,250,premium
razer,2014,10,19,16,não,0,2,507,FULLHD,OLED,não,1000,250,premium
asus,2013,4,7,8,não,0,2,440,4K,AMOLED,não,500,250,premium
asus,2016,8,12,8,não,0,2,506,FULLHD,OLED,não,0,500,premium
samsung,2021,12,22,4,não,0,2,149,FULLHD,AMOLED,sim,0,1000,2em1
hp,2023,6,12,8,sim,4,4,197,FULLHD,IPS,não,0,250,jogos_entrada
razer,2012,12,14,8,não,0,2,558,4K,AMOLED,não,0,1000,premium
dell,2013,6,6,12,sim,6,4,127,4K,TN,não,1000,1000,jogos_intermediarios
hp,2018,10,17,8,sim,4,4,186,FULLHD,TN,não,0,250,jogos_entrada
apple,2020,4,6,16,não,0,2,402,4K,AMOLED,não,0,250,premium
asus,2011,6,8,16,não,0,3,305,HD,IPS,não,2000,0,entrada
huawei,2019,12,20,16,não,0,3,499,FULLHD,OLED,não,0,1000,premium
positivo,2020,10,10,8,não,0,4,117,HD,IPS,não,0,2000,entrada
asus,2021,10,10,32,não,0,2,583,FULLHD,OLED,não,0,1000,ultraportatil
xiaomi,2023,12,13,16,não,0,2,581,FULLHD,AMOLED,não,0,2000,premium
apple,2011,4,7,16,não,0,2,589,FULLHD,OLED,não,500,250,premium
huawei,2017,12,12,16,não,0,2,409,FULLHD,AMOLED,não,0,250,premium
apple,2016,12,21,8,não,0,3,559,4K,AMOLED,não,0,2000,premium
samsung,2019,4,8,32,não,0,3,533,FULLHD,TN,não,0,2000,ultraportatil
acer,2023,4,7,16,sim,8,4,58,4K,VA,não,0,1000,jogos_intermediarios
razer,2018,10,10,16,sim,6,2,49,QUADHD,AMOLED,não,0,250,jogos_premium
positivo,2010,6,12,16,não,0,4,125,HD,TN,não,2000,0,entrada
positivo,2012,4,5,4,não,0,3,126,HD,TN,não,500,0,entrada
dell,2016,6,10,6,não,0,3,530,FULLHD,IPS,não,0,1000,ultraportatil
acer,2020,12,20,32,sim,6,4,144,4K,AMOLED,não,0,2000,jogos_premium
acer,2015,6,7,8,não,0,3,417,FULLHD,AMOLED,não,0,250,premium
acer,2021,10,15,8,não,0,2,559,QUADHD,OLED,não,0,250,premium
dell,2023,12,20,12,sim,4,4,106,FULLHD,TN,não,0,500,jogos_intermediarios
acer,2020,12,15,32,sim,6,4,59,FULLHD,OLED,não,0,500,jogos_premium
xiaomi,2019,8,13,16,não,0,3,475,QUADHD,OLED,não,0,2000,premium
apple,2013,8,14,8,não,0,2,485,FULLHD,AMOLED,não,250,250,premium
xiaomi,2011,4,6,16,não,0,2,595,QUADHD,OLED,não,0,250,premium
samsung,2012,4,5,12,sim,2,3,141,FULLHD,TN,não,500,125,jogos_entrada
lenovo,2021,8,8,2,não,0,1,284,HD,VA,não,1000,0,intermediario
positivo,2023,10,16,2,não,0,3,92,HD,TN,não,250,2000,entrada
samsung,2011,4,8,8,sim,2,1,55,FULLHD,IPS,não,1000,1000,jogos_entrada
dell,2023,10,18,2,não,0,2,199,HD,IPS,não,0,1000,intermediario
lenovo,2011,2,2,12,sim,2,3,158,FULLHD,VA,não,2000,125,jogos_entrada
dell,2017,10,13,64,não,0,4,253,HD,OLED,não,1000,0,intermediario
razer,2014,10,18,8,não,0,3,514,QUADHD,OLED,não,2000,250,premium
apple,2023,10,10,16,não,0,2,477,QUADHD,OLED,não,0,250,premium
lenovo,2015,8,11,12,sim,4,1,155,FULLHD,TN,não,0,250,jogos_intermediarios
lenovo,2018,4,7,8,não,0,2,588,FULLHD,VA,não,0,250,ultraportatil
xiaomi,2020,4,5,8,não,0,3,523,QUADHD,OLED,não,0,1000,premium
acer,2022,8,11,12,sim,8,4,174,FULLHD,OLED,não,0,500,jogos_intermediarios
huawei,2019,8,12,8,não,0,3,590,FULLHD,OLED,não,0,1000,premium
asus,2011,10,12,16,não,0,2,504,QUADHD,AMOLED,não,250,250,premium
razer,2014,10,12,16,não,0,3,541,FULLHD,AMOLED,não,250,250,premium
huawei,2011,6,8,16,não,0,3,475,4K,AMOLED,não,250,250,premium
razer,2021,6,6,16,sim,6,4,184,4K,OLED,não,0,250,jogos_premium
hp,2011,6,8,8,não,0,2,597,FULLHD,OLED,não,250,125,ultraportatil
apple,2017,12,23,16,não,0,2,429,QUADHD,AMOLED,não,0,1000,premium
hp,2022,10,20,16,sim,6,4,30,4K,OLED,não,0,500,jogos_intermediarios
hp,2012,2,3,4,não,0,2,545,FULLHD,OLED,não,2000,1000,ultraportatil
samsung,2012,2,2,4,não,0,2,287,FULLHD,IPS,sim,2000,250,2em1
acer,2019,8,12,6,não,0,3,581,FULLHD,OLED,não,0,1000,ultraportatil
huawei,2014,4,6,8,não,0,3,526,FULLHD,OLED,não,500,250,premium
asus,2023,6,12,2,não,0,3,382,HD,VA,não,0,2000,intermediario
hp,2014,8,13,12,sim,6,2,118,QUADHD,OLED,não,0,1000,jogos_intermediarios
acer,2023,6,8,8,não,0,2,487,4K,AMOLED,não,0,2000,premium
lenovo,2017,10,19,32,não,0,4,519,HD,TN,não,1000,0,entrada
huawei,2015,10,19,16,não,0,3,407,4K,OLED,não,0,500,premium
asus,2018,8,11,32,não,0,3,35,HD,VA,não,0,1000,intermediario
asus,2023,8,15,4,não,0,2,555,FULLHD,VA,não,0,250,ultraportatil
hp,2021,12,15,64,não,0,3,534,FULLHD,VA,não,0,250,ultraportatil
huawei,2019,4,5,8,não,0,3,570,QUADHD,AMOLED,não,0,500,premium
acer,2020,4,6,8,sim,4,4,116,FULLHD,VA,não,0,2000,jogos_entrada
razer,2012,10,14,32,sim,6,2,104,FULLHD,AMOLED,não,2000,500,jogos_premium
apple,2015,6,11,8,não,0,3,417,QUADHD,OLED,não,0,500,premium
lenovo,2021,12,24,32,não,0,3,553,FULLHD,OLED,não,0,250,ultraportatil
samsung,2012,4,7,12,sim,6,1,179,QUADHD,VA,não,250,125,jogos_intermediarios
huawei,2016,10,18,8,não,0,2,514,4K,AMOLED,não,0,500,premium
lenovo,2015,8,13,16,não,0,3,553,FULLHD,IPS,não,0,250,ultraportatil
hp,2012,2,2,12,sim,2,2,60,FULLHD,VA,não,1000,1000,jogos_entrada
positivo,2010,6,8,16,não,0,3,166,HD,IPS,não,0,250,entrada
dell,2010,6,6,8,não,0,2,310,FULLHD,AMOLED,sim,250,250,2em1
samsung,2014,10,16,12,não,0,1,254,HD,IPS,não,0,250,entrada
razer,2017,8,16,8,não,0,2,494,FULLHD,AMOLED,não,0,1000,premium
huawei,2021,6,9,8,não,0,3,522,4K,OLED,não,0,2000,premium
apple,2010,12,13,8,não,0,2,579,FULLHD,OLED,não,1000,250,premium
razer,2014,4,4,8,não,0,2,429,QUADHD,AMOLED,não,2000,250,premium
huawei,2012,6,7,8,não,0,2,493,4K,OLED,não,0,1000,premium
samsung,2011,2,4,16,não,0,4,388,HD,TN,não,500,0,entrada
samsung,2012,10,15,16,sim,6,2,116,4K,TN,não,2000,2000,jogos_intermediarios
razer,2012,12,21,32,sim,6,3,113,QUADHD,AMOLED,não,500,125,jogos_premium
asus,2022,10,15,16,não,0,3,562,FULLHD,OLED,não,0,2000,ultraportatil
razer,2010,6,11,32,sim,6,1,149,QUADHD,OLED,não,500,250,jogos_premium
hp,2016,12,14,12,sim,6,1,175,4K,OLED,não,0,500,jogos_intermediarios
asus,2019,8,15,8,não,0,3,432,FULLHD,IPS,sim,0,1000,premium
huawei,2018,4,4,16,não,0,3,427,QUADHD,OLED,não,0,500,premium
samsung,2016,4,6,2,não,0,3,528,FULLHD,IPS,não,0,1000,ultraportatil
razer,2018,10,15,16,não,0,2,536,QUADHD,AMOLED,não,0,250,premium
apple,2023,8,16,8,não,0,2,566,QUADHD,AMOLED,não,0,2000,premium
dell,2023,8,15,12,não,0,3,519,FULLHD,IPS,não,0,1000,ultraportatil
lenovo,2014,8,11,8,sim,2,2,189,FULLHD,VA,não,1000,125,jogos_entrada
xiaomi,2022,4,4,16,não,0,2,546,QUADHD,OLED,não,0,2000,premium
dell,2016,4,7,8,sim,2,4,122,FULLHD,VA,não,0,500,jogos_entrada
acer,2020,4,6,4,não,0,2,76,HD,IPS,não,250,0,intermediario
positivo,2011,2,3,12,não,0,3,115,HD,TN,não,500,0,entrada
hp,2020,8,14,12,sim,6,4,63,FULLHD,IPS,não,0,1000,jogos_intermediarios
asus,2018,10,18,12,não,0,2,412,HD,IPS,não,0,250,entrada
lenovo,2015,8,14,12,não,0,2,263,HD,VA,não,250,0,intermediario
lenovo,2022,4,4,32,não,0,2,593,FULLHD,OLED,não,0,500,ultraportatil
xiaomi,2020,8,8,16,não,0,2,431,FULLHD,AMOLED,não,0,500,premium
samsung,2022,8,11,16,não,0,3,496,4K,IPS,sim,0,500,premium
huawei,2014,8,14,16,não,0,2,431,FULLHD,AMOLED,não,500,250,premium
xiaomi,2010,8,8,16,não,0,3,457,FULLHD,AMOLED,não,0,500,premium
huawei,2018,6,7,16,não,0,3,487,4K,AMOLED,não,0,1000,premium
apple,2010,8,12,16,não,0,3,569,4K,AMOLED,não,0,500,premium
asus,2021,4,7,12,não,0,3,556,FULLHD,VA,não,0,250,ultraportatil
asus,2013,4,6,4,não,0,3,273,HD,IPS,não,500,0,intermediario
asus,2011,2,4,16,não,0,2,372,FULLHD,IPS,sim,2000,250,2em1
positivo,2010,2,2,12,não,0,4,132,HD,TN,não,250,0,entrada
xiaomi,2022,4,6,16,não,0,2,483,QUADHD,AMOLED,não,0,2000,premium
xiaomi,2021,12,20,16,não,0,2,492,QUADHD,AMOLED,não,0,1000,premium
apple,2018,12,20,16,não,0,3,499,4K,OLED,não,0,2000,premium
positivo,2021,6,7,8,não,0,1,124,HD,TN,não,0,500,entrada
xiaomi,2021,12,21,16,não,0,2,404,4K,OLED,não,0,250,premium
acer,2014,10,17,8,não,0,2,37,FULLHD,AMOLED,sim,0,250,2em1
dell,2015,6,7,16,não,0,3,513,QUADHD,AMOLED,não,0,500,premium
dell,2010,6,12,8,não,0,1,77,HD,TN,não,2000,0,intermediario
hp,2010,2,4,4,não,0,3,516,FULLHD,IPS,não,2000,2000,ultraportatil
asus,2014,6,8,6,não,0,1,509,HD,VA,não,0,500,intermediario
lenovo,2022,6,6,16,não,0,2,573,FULLHD,OLED,não,0,250,premium
dell,2012,4,7,12,sim,6,2,93,4K,TN,não,1000,500,jogos_intermediarios
xiaomi,2010,12,22,8,não,0,3,553,4K,OLED,não,1000,250,premium
lenovo,2022,12,18,32,não,0,2,551,FULLHD,VA,não,0,250,ultraportatil
acer,2012,6,8,8,não,0,4,38,HD,IPS,não,1000,0,entrada
acer,2017,8,10,8,sim,2,1,108,FULLHD,IPS,não,0,250,jogos_entrada
acer,2022,10,12,8,sim,2,4,177,FULLHD,OLED,não,0,500,jogos_entrada
positivo,2013,6,9,6,não,0,3,76,HD,IPS,não,1000,0,entrada
acer,2016,10,10,8,sim,2,4,84,FULLHD,TN,não,0,250,jogos_entrada
acer,2019,4,7,4,não,0,3,219,FULLHD,AMOLED,sim,0,250,2em1
lenovo,2019,8,10,16,sim,4,4,31,FULLHD,TN,não,0,250,jogos_intermediarios
xiaomi,2012,4,5,8,não,0,2,528,FULLHD,OLED,não,1000,250,premium
lenovo,2018,8,15,12,sim,4,1,195,FULLHD,OLED,não,0,500,jogos_entrada
asus,2019,8,16,4,não,0,2,351,FULLHD,AMOLED,sim,0,2000,2em1
dell,2016,6,11,32,sim,6,4,57,4K,OLED,não,0,250,jogos_premium
lenovo,2013,12,16,16,sim,4,1,140,FULLHD,VA,não,250,250,jogos_intermediarios
acer,2010,10,13,12,sim,4,3,89,4K,TN,não,2000,2000,jogos_intermediarios
positivo,2020,8,15,6,não,0,4,132,HD,TN,não,250,0,entrada
lenovo,2012,6,6,6,não,0,2,537,FULLHD,OLED,não,250,125,ultraportatil
lenovo,2013,2,4,4,não,0,4,465,HD,TN,não,2000,0,entrada
hp,2013,10,13,16,sim,4,1,98,4K,OLED,não,2000,500,jogos_intermediarios
hp,2014,6,8,12,sim,4,4,133,FULLHD,IPS,não,250,2000,jogos_intermediarios
acer,2022,4,6,2,não,0,2,551,HD,IPS,não,0,500,entrada
xiaomi,2014,10,16,16,não,0,2,418,QUADHD,OLED,não,250,250,premium
acer,2019,6,7,2,não,0,3,545,FULLHD,VA,não,0,250,ultraportatil
samsung,2015,6,10,4,não,0,2,103,HD,IPS,não,500,0,entrada
samsung,2010,6,7,2,não,0,2,575,FULLHD,VA,não,0,500,ultraportatil
apple,2016,12,21,8,não,0,2,456,4K,AMOLED,não,0,250,premium
apple,2019,8,13,8,não,0,2,505,4K,AMOLED,não,0,2000,premium
positivo,2022,4,4,12,não,0,2,140,HD,TN,não,500,1000,entrada
hp,2014,4,8,4,não,0,2,599,FULLHD,IPS,não,500,500,ultraportatil
samsung,2013,2,4,8,não,0,3,561,FULLHD,OLED,não,0,500,ultraportatil
xiaomi,2020,4,7,8,não,0,2,464,FULLHD,AMOLED,não,0,250,premium
hp,2011,2,4,4,não,0,3,586,FULLHD,TN,não,500,1000,ultraportatil
dell,2017,10,19,12,sim,2,2,96,FULLHD,OLED,não,0,250,jogos_entrada
apple,2021,10,16,8,não,0,2,422,FULLHD,AMOLED,não,0,2000,premium
hp,2012,6,7,6,não,0,3,587,FULLHD,OLED,não,1000,500,ultraportatil
dell,2019,4,8,16,sim,4,4,101,FULLHD,OLED,não,0,1000,jogos_intermediarios
hp,2014,4,4,12,sim,4,3,101,4K,OLED,não,500,2000,jogos_intermediarios
apple,2012,8,8,16,não,0,3,474,QUADHD,AMOLED,não,0,250,premium
asus,2013,2,2,12,não,0,1,73,HD,IPS,não,0,250,entrada
acer,2013,6,12,2,não,0,3,172,FULLHD,AMOLED,sim,0,250,2em1
asus,2014,8,16,8,não,0,3,149,FULLHD,AMOLED,sim,500,250,2em1
apple,2022,12,14,16,não,0,2,406,QUADHD,OLED,não,0,2000,premium
dell,2022,12,24,64,não,0,2,216,HD,IPS,não,0,500,intermediario
positivo,2016,4,8,2,não,0,2,163,HD,TN,não,250,0,entrada
positivo,2023,4,8,12,não,0,4,128,HD,TN,não,500,125,entrada
hp,2018,10,15,12,sim,4,1,60,FULLHD,IPS,não,0,2000,jogos_entrada
dell,2019,4,4,16,sim,6,4,170,FULLHD,IPS,não,0,2000,jogos_intermediarios
huawei,2021,10,15,8,não,0,3,490,FULLHD,OLED,não,0,500,premium
dell,2014,6,12,12,não,0,2,203,FULLHD,AMOLED,sim,2000,250,2em1
dell,2012,6,12,16,sim,6,3,50,4K,IPS,não,1000,125,jogos_intermediarios
positivo,2016,8,14,8,não,0,3,142,HD,IPS,não,0,500,entrada
positivo,2015,6,6,8,não,0,1,80,HD,TN,não,0,250,entrada
xiaomi,2010,8,14,8,não,0,2,582,FULLHD,OLED,não,500,250,premium
razer,2013,8,12,32,sim,6,2,176,FULLHD,AMOLED,não,500,125,jogos_premium
acer,2017,10,12,8,não,0,4,48,HD,OLED,não,1000,0,intermediario
samsung,2018,4,8,16,não,0,3,599,FULLHD,IPS,sim,0,2000,premium
huawei,2010,6,12,8,não,0,3,514,4K,OLED,não,250,250,premium
positivo,2011,4,7,16,não,0,1,232,HD,IPS,não,2000,0,entrada
acer,2018,10,17,16,não,0,1,82,HD,VA,não,2000,0,intermediario
positivo,2011,6,9,4,não,0,4,226,HD,IPS,não,500,0,entrada
acer,2014,4,6,8,não,0,4,223,HD,TN,não,500,0,entrada
lenovo,2023,4,6,4,não,0,2,174,FULLHD,IPS,sim,0,2000,2em1
positivo,2013,2,2,8,não,0,2,159,HD,IPS,não,500,0,entrada
razer,2010,6,9,8,não,0,3,420,4K,AMOLED,não,250,250,premium
huawei,2021,10,12,16,não,0,2,462,FULLHD,AMOLED,não,0,1000,premium
huawei,2019,10,12,8,não,0,3,564,QUADHD,AMOLED,não,0,500,premium
samsung,2020,10,12,2,não,0,3,117,HD,VA,não,250,0,intermediario
acer,2014,4,4,16,não,0,2,582,FULLHD,IPS,não,0,1000,ultraportatil
asus,2021,4,5,32,não,0,1,347,HD,IPS,não,500,0,intermediario
lenovo,2011,12,16,16,não,0,3,415,4K,OLED,não,250,250,premium
samsung,2010,4,4,8,sim,2,1,98,FULLHD,IPS,não,1000,2000,jogos_entrada
razer,2017,8,13,8,não,0,3,475,FULLHD,OLED,não,0,500,premium
samsung,2019,12,21,32,não,0,2,270,HD,TN,não,0,250,intermediario
hp,2010,2,4,8,não,0,3,583,FULLHD,IPS,não,500,1000,ultraportatil
